MUIDEN	MUDEID	MUNOMB	MUCODSIM
10193	8	CARTAGENA DEL CHAIRÁ - PEÑAS BLANCAS	18150014
10194	8	CURILLO - SALAMINA	18205001
10195	8	CURILLO - NOVIA PUERTO VALDIVIA	18205002
10196	8	CURILLO - PALIZADAS	18205003
10197	8	EL DONCELLO - MAGUARE	18247001
10198	8	EL DONCELLO - PUERTO MANRIQUE	18247002
10199	8	EL DONCELLO - RIONEGRO	18247005
10200	8	EL DONCELLO - EL BERLÍN	18247006
10201	8	EL PAUJIL - VERSALLES	18256001
10202	8	EL PAUJIL - BOLIVIA	18256002
10203	8	LA MONTAÑITA - SANTUARIO	18410001
10204	8	LA MONTAÑITA - LA UNIÓN PENEYA	18410002
10205	8	LA MONTAÑITA - EL TRIUNFO	18410005
10206	8	LA MONTAÑITA - MATEGUADUA	18410006
10207	8	LA MONTAÑITA - SAN ISIDRO	18410007
10208	8	LA MONTAÑITA - MIRAMAR	18410008
10209	8	LA MONTAÑITA - PUERTO BRASILIA	18410009
10210	8	LA MONTAÑITA - PUERTO GAITÁN	18410010
10211	8	LA MONTAÑITA - REINA BAJA	18410012
10212	8	MILÁN - SAN ANTONIO DE GETUCHA	18460001
10213	8	MILÁN - MATICURU - GRANARIO	18460003
10214	8	MILÁN - LA RASTRA	18460004
10215	8	MILÁN - REMOLINOS DE ARICUNTÍ	18460005
10216	8	MILÁN - LA ILUSIÓN	18460007
10217	8	MILÁN - AGUA BLANCA	18460008
10218	8	MILÁN - REMOLINO BAJO ORTEGUAZA	18460009
10219	8	PUERTO RICO - RIONEGRO	18592002
10220	8	PUERTO RICO - LUSITANIA	18592003
10221	8	PUERTO RICO - SANTANA RAMOS	18592004
10222	8	PUERTO RICO - LA ESMERALDA	18592005
10223	8	PUERTO RICO - LA AGUILILLA	18592006
10224	8	SAN JOSÉ DEL FRAGUA - FRAGUITA	18610001
10225	8	SAN JOSÉ DEL FRAGUA - YURAYACO	18610002
10226	8	SAN JOSÉ DEL FRAGUA - SABALETA	18610003
10227	8	SAN JOSÉ DEL FRAGUA - CRISTAL	18610004
10228	8	SAN VICENTE DEL CAGUÁN - CIUDAD YARÍ	18753001
10229	8	SAN VICENTE DEL CAGUÁN - GUACAMAYAS	18753002
10230	8	SAN VICENTE DEL CAGUÁN - BALSILLAS (SAN LUIS DEL OSO)	18753003
10231	8	SAN VICENTE DEL CAGUÁN - CAMPO HERMOSO	18753004
10232	8	SAN VICENTE DEL CAGUÁN - EL RECREO	18753006
10233	8	SAN VICENTE DEL CAGUÁN - TRES ESQUINAS	18753007
10234	8	SAN VICENTE DEL CAGUÁN - PUERTO BETANIA	18753009
10235	8	SAN VICENTE DEL CAGUÁN - GIBRALTAR	18753010
10236	8	SAN VICENTE DEL CAGUÁN - LOS POZOS	18753011
10237	8	SAN VICENTE DEL CAGUÁN - SANTA ROSA	18753012
10238	8	SAN VICENTE DEL CAGUÁN - TRONCALES	18753013
10239	8	SAN VICENTE DEL CAGUÁN - GUAYABAL	18753015
10240	8	SAN VICENTE DEL CAGUÁN - LA SOMBRA	18753016
10241	8	SAN VICENTE DEL CAGUÁN - SAN JUAN DE LOZADA	18753017
10242	8	SAN VICENTE DEL CAGUÁN - ALTO PALERMO	18753018
10243	8	SAN VICENTE DEL CAGUÁN - CRISTO REY	18753019
10244	8	SAN VICENTE DEL CAGUÁN - DELICIAS	18753020
10245	8	SAN VICENTE DEL CAGUÁN - EL RUBY	18753021
10246	8	SAN VICENTE DEL CAGUÁN - LA CRISTALINA	18753022
10247	8	SAN VICENTE DEL CAGUÁN - LA TUNIA (CAQUETANIA)	18753023
10248	8	SAN VICENTE DEL CAGUÁN - LUZ GRANDE LOS ANGELES	18753024
10249	8	SAN VICENTE DEL CAGUÁN - PLAYA RICA	18753025
10250	8	SAN VICENTE DEL CAGUÁN - PUERTO LOZADA	18753026
10251	8	SAN VICENTE DEL CAGUÁN - ROVIRA	18753027
10252	8	SAN VICENTE DEL CAGUÁN - YAGUARÁ II	18753028
10253	8	SOLANO - ARARACUARA	18756001
10254	8	SOLANO - EL DANUBIO	18756004
10255	8	SOLANO - PEÑAS BLANCAS	18756005
10256	8	SOLANO - CUEMANI	18756006
10257	8	SOLANO - MONONGUETE	18756007
10258	8	SOLANO - PUERTO TEJADA	18756008
10259	8	SOLANO - PEÑA ROJA	18756009
10260	8	SOLANO - LA MANÁ	18756010
10261	8	SOLITA - KILÓMETRO 28	18785001
10262	8	SOLITA - KILÓMETRO 30	18785002
10263	8	SOLITA - PUERTO BOLIVIA	18785003
10264	8	SOLITA - SINAÍ	18785004
10265	8	SOLITA - UNIÓN SINCELEJO	18785005
10266	8	VALPARAÍSO - SANTIAGO DE LA SELVA	18860001
10267	8	VALPARAÍSO - KILÓMETRO 18	18860002
10268	8	VALPARAÍSO - PLAYA RICA	18860005
10269	10	POPAYÁN - CAJETE	19001001
10270	10	POPAYÁN - CALIBÍO	19001002
10271	10	POPAYÁN - EL CHARCO	19001003
10272	10	POPAYÁN - EL PLACER	19001004
10273	10	POPAYÁN - EL TABLÓN	19001005
10274	10	POPAYÁN - FIGUEROA	19001006
10275	10	POPAYÁN - JULUMITO	19001007
10276	10	POPAYÁN - LA REJOYA	19001008
10277	10	POPAYÁN - LA YUNGA	19001009
10278	10	POPAYÁN - LAS MERCEDES	19001010
10279	10	POPAYÁN - LAS PIEDRAS	19001011
10280	10	POPAYÁN - PUEBLILLO ALTO	19001013
10281	10	POPAYÁN - PUELENJE	19001014
10282	10	POPAYÁN - QUINTANA	19001015
10283	10	POPAYÁN - SAMANGA	19001016
10284	10	POPAYÁN - SAN RAFAEL	19001017
10285	10	POPAYÁN - SANTA BÁRBARA	19001018
10286	10	POPAYÁN - SANTA ROSA	19001019
10287	10	POPAYÁN - YANACONAS	19001020
10288	10	POPAYÁN - EL SENDERO	19001021
10289	10	POPAYÁN - LA MESETA	19001023
10290	10	POPAYÁN - EL CANELO	19001024
10291	10	POPAYÁN - POBLAZÓN	19001025
10292	10	POPAYÁN - SAMUEL SILVERIO	19001026
10293	10	POPAYÁN - CRUCERO DE PUELENJE	19001027
10294	10	POPAYÁN - EL SALVADOR	19001028
10295	10	POPAYÁN - EL TÚNEL	19001029
10296	10	POPAYÁN - JULUMITO ALTO	19001030
10297	10	POPAYÁN - LA CABUYERA	19001031
10298	10	POPAYÁN - LA PLAYA	19001032
10299	10	POPAYÁN - LAME	19001033
10300	10	POPAYÁN - RÍO BLANCO	19001034
10301	10	POPAYÁN - VEREDA DE TORRES	19001035
10302	10	POPAYÁN - EL ARENAL	19001036
10303	10	POPAYÁN - JARDINES DE PAZ	19001037
10304	10	POPAYÁN - LA FORTALEZA	19001038
10305	10	POPAYÁN - PARCELACION ATARDECERES DE LA PRADERA	19001039
10306	10	ALMAGUER - CAQUIONA	19022001
10307	10	ALMAGUER - TABLÓN	19022003
10308	10	ALMAGUER - LLACUANAS	19022004
10309	10	ALMAGUER - SAUJÍ	19022009
10310	10	ALMAGUER - SAN JORGE HERRADURA	19022013
10311	10	ALMAGUER - LA HONDA	19022014
10312	10	ARGELIA - EL MANGO	19050001
10313	10	ARGELIA - LA BELLEZA	19050002
10314	10	ARGELIA - BETANIA	19050003
10315	10	ARGELIA - EL DIVISO	19050005
10316	10	ARGELIA - EL PLATEADO	19050006
10317	10	ARGELIA - SINAÍ	19050007
10318	10	ARGELIA - EL NARANJAL	19050010
10319	10	ARGELIA - BOTAFOGO	19050011
10320	10	ARGELIA - CRISTALES ALTO	19050012
10321	10	ARGELIA - EL PLAN	19050013
10322	10	ARGELIA - LAS PERLAS	19050014
10323	10	ARGELIA - PUENTE TIERRA	19050015
10324	10	ARGELIA - PUERTO RICO	19050016
10325	10	ARGELIA - SAN J. GUADUA	19050017
10326	10	BALBOA - LA PLANADA	19075001
10327	10	BALBOA - OLAYA	19075002
10328	10	BALBOA - SAN ALFONSO	19075003
10329	10	BALBOA - LA BERMEJA	19075005
10330	10	BALBOA - PURETO	19075006
10331	10	BALBOA - GUADALITO	19075007
10332	10	BALBOA - LA LOMITA	19075008
10333	10	BALBOA - EL VIJAL	19075009
10334	10	BALBOA - BERMEJA ALTA	19075010
10335	10	BALBOA - PARAÍSO	19075011
10336	10	BOLÍVAR - CAPELLANÍAS	19100001
10337	10	BOLÍVAR - EL CARMEN	19100005
10338	10	BOLÍVAR - EL RODEO	19100006
10339	10	BOLÍVAR - GUACHICONO	19100007
10340	10	BOLÍVAR - LA CUMBRE DE SANTA INÉS	19100008
10341	10	BOLÍVAR - LAS CASCADAS	19100011
10342	10	BOLÍVAR - LAS CEJAS	19100012
10343	10	BOLÍVAR - LERMA	19100013
10344	10	BOLÍVAR - LOS MILAGROS	19100015
10345	10	BOLÍVAR - LOS RASTROJOS	19100016
10346	10	BOLÍVAR - MELCHOR	19100018
10347	10	BOLÍVAR - SAN JOSÉ DEL MORRO	19100019
10348	10	BOLÍVAR - SAN JUAN	19100020
10349	10	BOLÍVAR - SAN LORENZO	19100021
10350	10	BOLÍVAR - SAN MIGUEL	19100022
10351	10	BOLÍVAR - LA ESPERANZA	19100038
10352	10	BOLÍVAR - LA CARBONERA	19100041
10353	10	BOLÍVAR - EL MORRO	19100042
10354	10	BOLÍVAR - VILLA NUEVA	19100044
10355	10	BUENOS AIRES - EL PORVENIR	19110006
10356	10	BUENOS AIRES - HONDURAS	19110007
10357	10	BUENOS AIRES - LA BALSA	19110008
10358	10	BUENOS AIRES - SAN IGNACIO	19110010
10359	10	BUENOS AIRES - TIMBA	19110012
10360	10	BUENOS AIRES - EL CERAL	19110013
10361	10	BUENOS AIRES - SAN FRANCISCO	19110016
10362	10	BUENOS AIRES - LA VENTURA	19110017
10363	10	BUENOS AIRES - EL LLANITO	19110020
10364	10	BUENOS AIRES - PALOBLANCO	19110025
10365	10	BUENOS AIRES - BELLAVISTA	19110026
10366	10	BUENOS AIRES - LA ESPERANZA	19110029
10367	10	BUENOS AIRES - MUNCHIQUE	19110030
10368	10	CAJIBÍO - CAMPOALEGRE	19130001
10369	10	CAJIBÍO - CHAUX	19130002
10370	10	CAJIBÍO - DINDE	19130003
10371	10	CAJIBÍO - EL CARMELO	19130004
10372	10	CAJIBÍO - EL ROSARIO	19130005
10373	10	CAJIBÍO - LA CAPILLA	19130006
10374	10	CAJIBÍO - LA PEDREGOSA	19130007
10375	10	CAJIBÍO - LA VENTA	19130008
10376	10	CAJIBÍO - ORTEGA	19130010
10377	10	CAJIBÍO - EL TÚNEL	19130013
10378	10	CAJIBÍO - CASAS BAJAS	19130015
10379	10	CAJIBÍO - EL RECUERDO	19130016
10380	10	CALDONO - CERRO ALTO	19137001
10381	10	CALDONO - EL PITAL	19137002
10382	10	CALDONO - LA AGUADA	19137003
10383	10	CALDONO - PESCADOR	19137004
10384	10	CALDONO - PIOYÁ	19137005
10385	10	CALDONO - PLAN DE ZUÑIGA	19137006
10386	10	CALDONO - PUEBLO NUEVO	19137007
10387	10	CALDONO - SIBERIA	19137008
10388	10	CALDONO - ANDALUCÍA	19137011
10389	10	CALDONO - GRANADILLO	19137012
10390	10	CALOTO - CAMPO ALEGRE	19142001
10391	10	CALOTO - EL PALO	19142004
10392	10	CALOTO - EL PLACER	19142005
10393	10	CALOTO - HUASANO	19142007
10394	10	CALOTO - LA PALOMERA	19142009
10395	10	CALOTO - LA PLACA	19142010
10396	10	CALOTO - QUINTERO	19142011
10397	10	CALOTO - CARPINTERO CHIVERA	19142012
10398	10	CALOTO - EL ALBA (PARAISO, LOS MANGOS)	19142013
10399	10	CALOTO - LA ARROBLEDA	19142015
10400	10	CALOTO - SAN NICOLÁS	19142016
10401	10	CALOTO - SANTA RITA	19142017
10402	10	CALOTO - LOMA PELADA	19142024
10403	10	CALOTO - EL PEDREGAL	19142026
10404	10	CALOTO - CRUCERO DE GUALÍ	19142030
10405	10	CALOTO - HUELLAS	19142031
10406	10	CALOTO - ALTO EL PALO	19142032
10407	10	CALOTO - BODEGA ARRIBA	19142034
10408	10	CALOTO - EL NILO	19142038
10409	10	CALOTO - EL GUÁSIMO	19142039
10410	10	CALOTO - SANTA ROSA	19142044
10411	10	CALOTO - TOEZ	19142045
10412	10	CALOTO - CAICEDO	19142046
10413	10	CALOTO - EL CREDO	19142047
10414	10	CALOTO - GUABITO	19142048
10415	10	CALOTO - LA ESTRELLA	19142049
10416	10	CALOTO - LÓPEZ ADENTRO	19142050
10417	10	CALOTO - MORALES	19142051
10418	10	CALOTO - NÁPOLES	19142052
10419	10	CALOTO - PAJARITO	19142053
10420	10	CALOTO - TIERRERO	19142054
10421	10	CALOTO - EL VERGEL	19142055
10422	10	CALOTO - EL PILAMO	19142056
10423	10	CALOTO - ALTAMIRA	19142057
10424	10	CALOTO - DOMINGA ALTA	19142058
10425	10	CALOTO - EL ARRAYAN	19142059
10426	10	CALOTO - EL CARMELO	19142060
10427	10	CALOTO - EL CHOCHO	19142061
10428	10	CALOTO - EL POBLADO	19142062
10429	10	CALOTO - EL SOCORRO	19142063
10430	10	CALOTO - GUADUALITO	19142064
10431	10	CALOTO - GUATABA	19142065
10432	10	CALOTO - LA BUITRERA	19142066
10433	10	CALOTO - LA CUCHILLA	19142067
10434	10	CALOTO - LA GUINEA	19142068
10435	10	CALOTO - LA QUEBRADA	19142069
10436	10	CALOTO - LA SELVA	19142070
10437	10	CALOTO - LA TRAMPA	19142071
10438	10	CALOTO - LAS AGUAS	19142072
10439	10	CALOTO - LOS CHORROS	19142073
10440	10	CALOTO - MARAÑON	19142074
10441	10	CALOTO - MORALES ARROZAL	19142075
10442	10	CALOTO - PORVENIR	19142076
10443	10	CALOTO - VENADILLO	19142077
10444	10	CALOTO - VISTA HERMOSA	19142078
10445	10	CORINTO - EL JAGUAL	19212001
10446	10	CORINTO - MEDIA NARANJA	19212004
10447	10	CORINTO - RIONEGRO	19212005
10448	10	CORINTO - SAN RAFAEL	19212008
10449	10	CORINTO - EL BARRANCO	19212009
10450	10	CORINTO - QUEBRADITAS	19212010
10451	10	CORINTO - EL PEDREGAL	19212011
10452	10	CORINTO - LA LAGUNA	19212012
10453	10	CORINTO - LA MARÍA	19212013
10454	10	EL TAMBO - ALTO DEL REY	19256001
10455	10	EL TAMBO - BARAYA	19256002
10456	10	EL TAMBO - BETANIA	19256003
10457	10	EL TAMBO - CUATRO ESQUINAS	19256004
10458	10	EL TAMBO - CHAPA	19256005
10459	10	EL TAMBO - CHISQUÍO	19256006
10460	10	EL TAMBO - EL PLACER	19256007
10461	10	EL TAMBO - EL ZARZAL	19256009
10462	10	EL TAMBO - GAMBOA	19256010
10463	10	EL TAMBO - NUEVA GRANADA	19256011
10464	10	EL TAMBO - HUISITÓ	19256012
10465	10	EL TAMBO - LA ALIANZA	19256013
10466	10	EL TAMBO - LA PAZ	19256014
10467	10	EL TAMBO - LOS ANAYES	19256015
10468	10	EL TAMBO - LOS ANDES	19256016
10469	10	EL TAMBO - LOS ANGELES	19256017
10470	10	EL TAMBO - MOSQUERA	19256018
10471	10	EL TAMBO - PANDIGUANDO	19256019
10472	10	EL TAMBO - PIAGUA	19256020
10473	10	EL TAMBO - PUERTO RICO	19256021
10474	10	EL TAMBO - QUILCACÉ	19256022
10475	10	EL TAMBO - RONDÓN	19256023
10476	10	EL TAMBO - SABANETAS	19256024
10477	10	EL TAMBO - SAN JOAQUÍN	19256025
10478	10	EL TAMBO - SAN JUAN DE MECHENQUE	19256026
10479	10	EL TAMBO - SEGUENGUE	19256027
10480	10	EL TAMBO - URIBE	19256028
10481	10	EL TAMBO - VILLA AL MAR	19256029
10482	10	EL TAMBO - LA LAGUNA	19256030
10483	10	EL TAMBO - BUENA VISTA	19256031
10484	10	EL TAMBO - LAS BOTAS	19256032
10485	10	EL TAMBO - CABUYAL	19256033
10486	10	EL TAMBO - EL CRUCERO DEL PUEBLO	19256034
10487	10	EL TAMBO - LA ROMELIA	19256035
10488	10	EL TAMBO - PLAYA RICA	19256036
10489	10	EL TAMBO - PUERTA LLAVE	19256037
10490	10	EL TAMBO - RÍO HONDO	19256038
10491	10	EL TAMBO - VEINTE DE JULIO	19256039
10492	10	EL TAMBO - EL RETIRO	19256040
10493	10	EL TAMBO - CALICHALES	19256041
10494	10	EL TAMBO - EL HIGUERÓN	19256042
10495	10	EL TAMBO - EL OCHENTAYUNO (LA GALLERA)	19256043
10496	10	EL TAMBO - GUAZARAVITA	19256044
10497	10	EL TAMBO - LA BANDA	19256045
10498	10	EL TAMBO - LA CUCHILLA	19256046
10499	10	EL TAMBO - LAS PIEDRAS	19256047
10500	10	EL TAMBO - LAS HUERTAS	19256048
10501	10	EL TAMBO - LOS LLANOS	19256049
10502	10	EL TAMBO - RÍO SUCIO	19256050
10503	10	EL TAMBO - MURGUEITIO	19256051
10504	10	EL TAMBO - PEPITAL	19256052
10505	10	EL TAMBO - JUANA CASTAÑA	19256053
10506	10	EL TAMBO - LA VENTANA	19256054
10507	10	EL TAMBO - MONTERREDONDO	19256055
10508	10	EL TAMBO - LA PALOMA	19256056
10509	10	EL TAMBO - SAN ANTONIO	19256057
10510	10	FLORENCIA - EL ROSARIO	19290001
10511	10	FLORENCIA - MARSELLA	19290002
10512	10	GUACHENÉ - GUACHENÉ	19300000
10513	10	GUACHENÉ - EL CENTRO	19300001
10514	10	GUACHENÉ - VEREDAS NORORIENTALES	19300002
10515	10	GUACHENÉ - VEREDAS UNIDAS	19300003
10516	10	GUAPI - ALFONSO LÓPEZ (BALSITAS)	19318001
10517	10	GUAPI - BENJAMÍN HERRERA (SAN VICENTE)	19318002
10518	10	GUAPI - CALLELARGA	19318003
10519	10	GUAPI - CONCEPCIÓN DE GUAJUÍ	19318004
10520	10	GUAPI - EL CARMELO	19318005
10521	10	GUAPI - LA SOLEDAD	19318007
10522	10	GUAPI - LIMONES	19318008
10523	10	GUAPI - OLAYA HERRERA (GUARE)	19318010
10524	10	GUAPI - ROSARIO	19318011
10525	10	GUAPI - SAN AGUSTÍN	19318012
10526	10	GUAPI - SAN ANTONIO DE GUAJUÍ	19318013
10527	10	GUAPI - SAN FRANCISCO	19318014
10528	10	GUAPI - URIBE URIBE (EL NARANJO)	19318015
10529	10	GUAPI - BOCA DE NAPÍ	19318016
10530	10	GUAPI - EL ATAJO	19318017
10531	10	GUAPI - LLANTÍN	19318018
10532	10	GUAPI - SANTA CLARA	19318019
10533	10	GUAPI - CASCAJERO	19318020
10534	10	GUAPI - CHAMÓN	19318021
10535	10	GUAPI - CHANZARÁ	19318022
10536	10	GUAPI - LAS JUNTA	19318023
10537	10	GUAPI - QUIROGA	19318024
10538	10	GUAPI - CHUARE	19318025
10539	10	GUAPI - SAN JOSÉ DE GUAPI	19318026
10540	10	GUAPI - BELÉN	19318027
10541	10	INZÁ - CALDERAS	19355001
10542	10	INZÁ - PEDREGAL	19355002
10543	10	INZÁ - PUERTO VALENCIA	19355003
10544	10	INZÁ - SAN ANDRÉS	19355004
10545	10	INZÁ - SAN JOSÉ	19355005
10546	10	INZÁ - SANTA ROSA	19355006
10547	10	INZÁ - TOPA	19355007
10548	10	INZÁ - TUMBICHUCUE	19355008
10549	10	INZÁ - TURMINÁ	19355009
10550	10	INZÁ - SANTA TERESA	19355010
10551	10	INZÁ - GUANACAS	19355011
10552	10	INZÁ - CARMEN DE VIBORAL	19355012
10553	10	INZÁ - LOS ALPES	19355013
10554	10	INZÁ - SAN MIGUEL	19355014
10555	10	INZÁ - SEGOVIA	19355015
10556	10	JAMBALÓ - LA MARÍA - EL TRAPICHE	19364001
10557	10	JAMBALÓ - LA MINA	19364002
10558	10	JAMBALÓ - LOMA REDONDA	19364003
10559	10	JAMBALÓ - VALLES HONDOS	19364004
10560	10	JAMBALÓ - LA ESPERANZA	19364005
10561	10	JAMBALÓ - LOMA GRUESA	19364006
10562	10	LA SIERRA - LA CUCHILLA	19392005
10563	10	LA VEGA - ALTAMIRA	19397001
10564	10	LA VEGA - ARBELA	19397002
10565	10	LA VEGA - EL DIVISO	19397003
10566	10	LA VEGA - EL PALMAR	19397004
10567	10	LA VEGA - GUACHICONO	19397005
10568	10	LA VEGA - LOS UVOS	19397006
10569	10	LA VEGA - PANCITARÁ	19397007
10570	10	LA VEGA - PLACER	19397008
10571	10	LA VEGA - SAN MIGUEL	19397009
10572	10	LA VEGA - SANTA BÁRBARA	19397010
10573	10	LA VEGA - SANTA JUANA	19397011
10574	10	LA VEGA - ALBANIA	19397012
10575	10	LA VEGA - CHAUPILOMA	19397013
10576	10	LA VEGA - DOMINICAL	19397014
10577	10	LA VEGA - LA CARRERA	19397015
10578	10	LA VEGA - LOS CIRUELOS	19397016
10579	10	LA VEGA - VILLA MARÍA	19397017
10580	10	LA VEGA - BARBILLAS	19397018
10581	10	LA VEGA - SANTA RITA	19397019
10582	10	LÓPEZ - AGUA CLARA (GOLONDRO)	19418001
10583	10	LÓPEZ - ALTO DE CHUARE	19418002
10584	10	LÓPEZ - EL PLAYÓN (SIGUÍ)	19418003
10585	10	LÓPEZ - EL TRAPICHE	19418004
10586	10	LÓPEZ - GUAYABAL	19418005
10587	10	LÓPEZ - JOLÍ	19418006
10588	10	LÓPEZ - LA CONCEPCIÓN	19418007
10589	10	LÓPEZ - LA SAGRADA FAMILIA	19418008
10590	10	LÓPEZ - NOANAMITO	19418009
10591	10	LÓPEZ - PLAYA GRANDE	19418010
10592	10	LÓPEZ - RÍO MAYA (DOS QUEBRADAS)	19418011
10593	10	LÓPEZ - SAN ANTONIO DE CHUARE	19418012
10594	10	LÓPEZ - SAN BARTOLO	19418013
10595	10	LÓPEZ - SAN FERNANDO	19418014
10596	10	LÓPEZ - SAN ISIDRO	19418015
10597	10	LÓPEZ - SAN PEDRO DE NAYA	19418016
10598	10	LÓPEZ - SANTA ANA	19418017
10599	10	LÓPEZ - TAPARAL	19418018
10600	10	LÓPEZ - ZARAGOZA	19418019
10601	10	LÓPEZ - CANDELARIA	19418020
10602	10	LÓPEZ - BAJO SIGUÍ	19418021
10603	10	LÓPEZ - EL COCO	19418022
10604	10	LÓPEZ - SAN FRANCISCO ADENTRO	19418023
10605	10	LÓPEZ - BETANIA	19418024
10606	10	LÓPEZ - CACAO	19418025
10607	10	LÓPEZ - CALLE LARGA - NAYA	19418026
10608	10	LÓPEZ - CHIGUERO	19418027
10609	10	LÓPEZ - ALTO NAYA	19418028
10610	10	LÓPEZ - ELTRUENO	19418029
10611	10	LÓPEZ - LAS CRUCES	19418030
10612	10	LÓPEZ - LAS PAVAS	19418031
10613	10	LÓPEZ - SAN ANTONIO DE GURUMENDY	19418032
10614	10	LÓPEZ - BOCA GRANDE	19418033
10615	10	LÓPEZ - BRAZO DE LA ROTURA	19418034
10616	10	LÓPEZ - SANTA CRUZ DE SIGUÍN	19418035
10617	10	MERCADERES - ALTO DE MAYO	19450001
10618	10	MERCADERES - ARBOLEDAS	19450002
10619	10	MERCADERES - EL PILÓN	19450003
10620	10	MERCADERES - ESMERALDAS	19450004
10621	10	MERCADERES - SAN JOAQUÍN	19450006
10622	10	MERCADERES - SAN JUANITO	19450007
10623	10	MERCADERES - TABLONES ALTOS	19450008
10624	10	MERCADERES - CAJAMARCA	19450009
10625	10	MERCADERES - EL BADO	19450015
10626	10	MERCADERES - TABLONCITO	19450016
10627	10	MERCADERES - EL CARBONERO	19450017
10628	10	MERCADERES - MOJARRAS	19450019
10629	10	MERCADERES - LOS LLANOS	19450020
10630	10	MERCADERES - LOS MEDIOS	19450021
10631	10	MIRANDA - LA MUNDA	19455003
10632	10	MIRANDA - MONTERREDONDO	19455004
10633	10	MIRANDA - ORTIGAL	19455005
10634	10	MIRANDA - SANTA ANA	19455007
10635	10	MIRANDA - TIERRADURA	19455008
10636	10	MIRANDA - TULIPAN	19455009
10637	10	MIRANDA - GUATEMALA	19455010
10638	10	MIRANDA - SAN ANDRÉS	19455011
10639	10	MORALES - CARPINTERO	19473002
10640	10	MORALES - CHIMBORAZO	19473003
10641	10	MORALES - HONDURAS	19473004
10642	10	MORALES - PAN DE AZÚCAR	19473008
10643	10	MORALES - SAN ISIDRO	19473009
10644	10	MORALES - SANTA ROSA	19473012
10645	10	MORALES - LA ESTACIÓN	19473014
10646	10	MORALES - EL ROSARIO	19473017
10647	10	PADILLA - YARUMALES	19513001
10648	10	PADILLA - LA PAILA	19513003
10649	10	PADILLA - EL CHAMIZO	19513004
10650	10	PADILLA - CUERNAVACA	19513008
10651	10	PAEZ - ARAUJO	19517001
10652	10	PAEZ - AVIRAMA	19517002
10653	10	PAEZ - COHETANDO	19517003
10654	10	PAEZ - CHINAS	19517004
10655	10	PAEZ - EL COLORADO	19517005
10656	10	PAEZ - HUILA	19517006
10657	10	PAEZ - ITAIBE	19517007
10658	10	PAEZ - LAME	19517009
10659	10	PAEZ - LA PALMA	19517010
10660	10	PAEZ - MOSOCO	19517011
10661	10	PAEZ - RICAURTE	19517012
10662	10	PAEZ - RIOCHIQUITO	19517013
10663	10	PAEZ - SAN LUIS (POTRERILLO)	19517014
10664	10	PAEZ - TALAGA	19517015
10665	10	PAEZ - TÓEZ	19517016
10666	10	PAEZ - LA MESA DE TOGOIMA	19517017
10667	10	PAEZ - VILLA RODRÍGUEZ	19517018
10668	10	PAEZ - VITONCO	19517019
10669	10	PAEZ - LA TROJA	19517022
10670	10	PAEZ - ARANZAZU	19517023
10671	10	PAEZ - EL CABUYO	19517024
10672	10	PAEZ - LA CEJA	19517025
10673	10	PAEZ - SAN JOSÉ	19517026
10674	10	PAEZ - TARAVIRA	19517027
10675	10	PAEZ - CUETANDÓ	19517028
10676	10	PAEZ - COQUIYÓ	19517030
10677	10	PAEZ - CHACHUCUE	19517031
10678	10	PAEZ - EL RODEO	19517032
10679	10	PAEZ - GUADUALEJO	19517033
10680	10	PAEZ - GUAPIO	19517034
10681	10	PAEZ - GUAQUIYÓ	19517035
10682	10	PAEZ - LA ESMERALDA	19517036
10683	10	PAEZ - LA MARÍA	19517037
10684	10	PAEZ - LAURELES	19517038
10685	10	PAEZ - MESA DE CALOTO	19517039
10686	10	PAEZ - MESA DE TÁLAGA	19517040
10687	10	PAEZ - SAN MIGUEL	19517041
10688	10	PAEZ - TÁLAGA VIEJO	19517042
10689	10	PAEZ - VICANENGA	19517043
10690	10	PATÍA - BRISAS	19532001
10691	10	PATÍA - DON ALONSO	19532003
10692	10	PATÍA - GALÍNDEZ	19532004
10693	10	PATÍA - LA FONDA	19532005
10694	10	PATÍA - LA MESA	19532006
10695	10	PATÍA - LAS TALLAS	19532007
10696	10	PATÍA - PATÍA	19532008
10697	10	PATÍA - PIEDRASENTADA	19532009
10698	10	PATÍA - PAN DE AZÚCAR	19532010
10699	10	PATÍA - SAJANDÍ	19532012
10700	10	PATÍA - EL ESTRECHO	19532013
10701	10	PATÍA - EL HOYO	19532014
10702	10	PATÍA - ANGULO	19532016
10703	10	PATÍA - EL PLACER	19532018
10704	10	PATÍA - EL PURO	19532019
10705	10	PATÍA - SACHAMATES	19532022
10706	10	PATÍA - SANTA ROSA BAJA	19532023
10707	10	PATÍA - VERSALLES	19532024
10708	10	PATÍA - SANTA CRUZ - CHONTADURO	19532025
10709	10	PATÍA - BETANIA	19532026
10710	10	PATÍA - MÉNDEZ	19532028
10711	10	PATÍA - QUEBRADA OSCURA	19532029
10712	10	PATÍA - GUAYABAL	19532031
10713	10	PIAMONTE - CAMPO ALEGRE	19533001
10714	10	PIAMONTE - EL REMANSO	19533002
10715	10	PIAMONTE - MIRAFLOR	19533003
10716	10	PIAMONTE - YAPURÁ	19533004
10717	10	PIENDAMÓ - TUNÍA	19548001
10718	10	PUERTO TEJADA - BOCAS DEL PALO	19573001
10719	10	PUERTO TEJADA - LAS BRISAS	19573002
10720	10	PUERTO TEJADA - SAN CARLOS	19573003
